size	colour	x	y	key	clickSelects	showSelected1	showSelected2	fill
2.55260184538601	#00C094	5.141	70.2411951219512	United Arab Emirates	United Arab Emirates	1984	Middle East & North Africa (all income levels)	#00C094
2.56757425800031	#00C094	5.065	70.5941707317073	United Arab Emirates	United Arab Emirates	1985	Middle East & North Africa (all income levels)	#00C094
2.58417295124687	#00C094	4.973	70.9336341463415	United Arab Emirates	United Arab Emirates	1986	Middle East & North Africa (all income levels)	#00C094
2.6019461528308	#00C094	4.86	71.2575365853659	United Arab Emirates	United Arab Emirates	1987	Middle East & North Africa (all income levels)	#00C094
2.62046504207639	#00C094	4.724	71.5669024390244	United Arab Emirates	United Arab Emirates	1988	Middle East & North Africa (all income levels)	#00C094
2.63911223672393	#00C094	4.566	71.861243902439	United Arab Emirates	United Arab Emirates	1989	Middle East & North Africa (all income levels)	#00C094
2.65750389350106	#00C094	4.388	72.1435365853659	United Arab Emirates	United Arab Emirates	1990	Middle East & North Africa (all income levels)	#00C094
2.67576613719181	#00C094	4.193	72.4153170731707	United Arab Emirates	United Arab Emirates	1991	Middle East & North Africa (all income levels)	#00C094
2.69414767044072	#00C094	3.989	72.6785853658537	United Arab Emirates	United Arab Emirates	1992	Middle East & North Africa (all income levels)	#00C094
2.71259213645917	#00C094	3.784	72.9353414634146	United Arab Emirates	United Arab Emirates	1993	Middle East & North Africa (all income levels)	#00C094
2.73103882778021	#00C094	3.584	73.1870975609756	United Arab Emirates	United Arab Emirates	1994	Middle East & North Africa (all income levels)	#00C094
2.74953238645824	#00C094	3.394	73.4348536585366	United Arab Emirates	United Arab Emirates	1995	Middle East & North Africa (all income levels)	#00C094
2.76919745033119	#00C094	3.217	73.6800975609756	United Arab Emirates	United Arab Emirates	1996	Middle East & North Africa (all income levels)	#00C094
2.79045030084961	#00C094	3.055	73.9208292682927	United Arab Emirates	United Arab Emirates	1997	Middle East & North Africa (all income levels)	#00C094
2.81208074889045	#00C094	2.906	74.1570487804878	United Arab Emirates	United Arab Emirates	1998	Middle East & North Africa (all income levels)	#00C094
2.83252263742302	#00C094	2.77	74.3887317073171	United Arab Emirates	United Arab Emirates	1999	Middle East & North Africa (all income levels)	#00C094
2.85142622392544	#00C094	2.645	74.6159024390244	United Arab Emirates	United Arab Emirates	2000	Middle East & North Africa (all income levels)	#00C094
2.86619519487715	#00C094	2.527	74.8370731707317	United Arab Emirates	United Arab Emirates	2001	Middle East & North Africa (all income levels)	#00C094
2.87882332743764	#00C094	2.413	75.0522195121951	United Arab Emirates	United Arab Emirates	2002	Middle East & North Africa (all income levels)	#00C094
2.89843252931024	#00C094	2.301	75.2608780487805	United Arab Emirates	United Arab Emirates	2003	Middle East & North Africa (all income levels)	#00C094
2.93627050075117	#00C094	2.191	75.4639756097561	United Arab Emirates	United Arab Emirates	2004	Middle East & North Africa (all income levels)	#00C094
2.99709391947701	#00C094	2.086	75.6604634146342	United Arab Emirates	United Arab Emirates	2005	Middle East & North Africa (all income levels)	#00C094
3.08098498047147	#00C094	1.989	75.8518048780488	United Arab Emirates	United Arab Emirates	2006	Middle East & North Africa (all income levels)	#00C094
3.17882370390712	#00C094	1.906	76.0384390243903	United Arab Emirates	United Arab Emirates	2007	Middle East & North Africa (all income levels)	#00C094
3.27664073049752	#00C094	1.839	76.2213414634146	United Arab Emirates	United Arab Emirates	2008	Middle East & North Africa (all income levels)	#00C094
3.36030248109137	#00C094	1.787	76.3995609756098	United Arab Emirates	United Arab Emirates	2009	Middle East & North Africa (all income levels)	#00C094
3.42264064262068	#00C094	1.749	76.5736097560976	United Arab Emirates	United Arab Emirates	2010	Middle East & North Africa (all income levels)	#00C094
3.46284011766468	#00C094	1.721	76.7425365853659	United Arab Emirates	United Arab Emirates	2011	Middle East & North Africa (all income levels)	#00C094
3.45043519681812	#A58AFF	7.7	31.1320975609756	Afghanistan	Afghanistan	1960	South Asia	#A58AFF
3.46517071987119	#A58AFF	7.7	31.4752926829268	Afghanistan	Afghanistan	1961	South Asia	#A58AFF
3.48049974515691	#A58AFF	7.7	31.8320243902439	Afghanistan	Afghanistan	1962	South Asia	#A58AFF
3.49643208610948	#A58AFF	7.7	32.2042682926829	Afghanistan	Afghanistan	1963	South Asia	#A58AFF
3.51298158158617	#A58AFF	7.7	32.5910487804878	Afghanistan	Afghanistan	1964	South Asia	#A58AFF
3.53015642496746	#A58AFF	7.7	32.9898780487805	Afghanistan	Afghanistan	1965	South Asia	#A58AFF
3.5477006999603	#A58AFF	7.7	33.3967317073171	Afghanistan	Afghanistan	1966	South Asia	#A58AFF
3.56555916214988	#A58AFF	7.7	33.8091463414634	Afghanistan	Afghanistan	1967	South Asia	#A58AFF
3.58413190100195	#A58AFF	7.7	34.2230731707317	Afghanistan	Afghanistan	1968	South Asia	#A58AFF
3.60395217808167	#A58AFF	7.7	34.637512195122	Afghanistan	Afghanistan	1969	South Asia	#A58AFF
3.62522941009326	#A58AFF	7.7	35.0559756097561	Afghanistan	Afghanistan	1970	South Asia	#A58AFF
3.64778968786646	#A58AFF	7.699	35.4814146341463	Afghanistan	Afghanistan	1971	South Asia	#A58AFF
3.67098620787838	#A58AFF	7.697	35.9168780487805	Afghanistan	Afghanistan	1972	South Asia	#A58AFF
3.69393901610071	#A58AFF	7.695	36.3613170731707	Afghanistan	Afghanistan	1973	South Asia	#A58AFF
3.71555488470688	#A58AFF	7.693	36.8107317073171	Afghanistan	Afghanistan	1974	South Asia	#A58AFF
3.7348955756076	#A58AFF	7.692	37.2571219512195	Afghanistan	Afghanistan	1975	South Asia	#A58AFF
3.75243720547575	#A58AFF	7.695	37.6909756097561	Afghanistan	Afghanistan	1976	South Asia	#A58AFF
3.76794915627816	#A58AFF	7.701	38.1062926829268	Afghanistan	Afghanistan	1977	South Asia	#A58AFF
3.77911686844407	#A58AFF	7.711	38.4965853658537	Afghanistan	Afghanistan	1978	South Asia	#A58AFF
3.78299108541931	#A58AFF	7.725	38.8618536585366	Afghanistan	Afghanistan	1979	South Asia	#A58AFF
3.77782432874137	#A58AFF	7.742	39.2041219512195	Afghanistan	Afghanistan	1980	South Asia	#A58AFF
3.76314821070267	#A58AFF	7.763	39.5269512195122	Afghanistan	Afghanistan	1981	South Asia	#A58AFF
3.74060376531577	#A58AFF	7.785	39.8398292682927	Afghanistan	Afghanistan	1982	South Asia	#A58AFF
3.71333995700242	#A58AFF	7.807	40.149243902439	Afghanistan	Afghanistan	1983	South Asia	#A58AFF
3.68597979652763	#A58AFF	7.829	40.4586829268293	Afghanistan	Afghanistan	1984	South Asia	#A58AFF
3.66268249229919	#A58AFF	7.85	40.7705853658537	Afghanistan	Afghanistan	1985	South Asia	#A58AFF
3.6433431360958	#A58AFF	7.871	41.0848780487805	Afghanistan	Afghanistan	1986	South Asia	#A58AFF
3.62873001058432	#A58AFF	7.893	41.399	Afghanistan	Afghanistan	1987	South Asia	#A58AFF
3.62506143722945	#A58AFF	7.915	41.7109268292683	Afghanistan	Afghanistan	1988	South Asia	#A58AFF
3.63990079138843	#A58AFF	7.937	42.0211951219512	Afghanistan	Afghanistan	1989	South Asia	#A58AFF
3.6772060373771	#A58AFF	7.96	42.3293658536585	Afghanistan	Afghanistan	1990	South Asia	#A58AFF
3.7390560609965	#A58AFF	7.984	42.636	Afghanistan	Afghanistan	1991	South Asia	#A58AFF
3.81992545048579	#A58AFF	8.01	42.9397317073171	Afghanistan	Afghanistan	1992	South Asia	#A58AFF
3.9076658686563	#A58AFF	8.034	43.2420975609756	Afghanistan	Afghanistan	1993	South Asia	#A58AFF
3.98830446489729	#A58AFF	8.052	43.5426585365854	Afghanistan	Afghanistan	1994	South Asia	#A58AFF
4.05364863362603	#A58AFF	8.058	43.8409024390244	Afghanistan	Afghanistan	1995	South Asia	#A58AFF
4.10152018710409	#A58AFF	8.043	44.1368048780488	Afghanistan	Afghanistan	1996	South Asia	#A58AFF
4.13582145581636	#A58AFF	8.004	44.4298048780488	Afghanistan	Afghanistan	1997	South Asia	#A58AFF
4.16236475150137	#A58AFF	7.939	44.7213414634146	Afghanistan	Afghanistan	1998	South Asia	#A58AFF
4.1893874830622	#A58AFF	7.847	45.0098536585366	Afghanistan	Afghanistan	1999	South Asia	#A58AFF
4.22246085554594	#A58AFF	7.73	45.2928536585366	Afghanistan	Afghanistan	2000	South Asia	#A58AFF
4.26270218723987	#A58AFF	7.595	45.5672682926829	Afghanistan	Afghanistan	2001	South Asia	#A58AFF
4.30757925309023	#A58AFF	7.447	45.8331463414634	Afghanistan	Afghanistan	2002	South Asia	#A58AFF
4.35457226554922	#A58AFF	7.294	46.0924390243902	Afghanistan	Afghanistan	2003	South Asia	#A58AFF
4.40010611913513	#A58AFF	7.14	46.3511951219512	Afghanistan	Afghanistan	2004	South Asia	#A58AFF
4.4418287289431	#A58AFF	6.989	46.6164146341463	Afghanistan	Afghanistan	2005	South Asia	#A58AFF
4.47938207330121	#A58AFF	6.843	46.8990975609756	Afghanistan	Afghanistan	2006	South Asia	#A58AFF
4.51387310510746	#A58AFF	6.7	47.2053170731707	Afghanistan	Afghanistan	2007	South Asia	#A58AFF
4.54624883470542	#A58AFF	6.559	47.5385609756098	Afghanistan	Afghanistan	2008	South Asia	#A58AFF
4.57789405573635	#A58AFF	6.422	47.8988536585366	Afghanistan	Afghanistan	2009	South Asia	#A58AFF
4.60978219848159	#A58AFF	6.288	48.2821951219512	Afghanistan	Afghanistan	2010	South Asia	#A58AFF
4.64210457589544	#A58AFF	6.158	48.6805853658537	Afghanistan	Afghanistan	2011	South Asia	#A58AFF
2.12455160695731	#53B400	2	72.2480487804878	Antigua and Barbuda	Antigua and Barbuda	1982	Latin America & Caribbean (all income levels)	#53B400
2.11917186601303	#53B400	1.9	73.0082926829268	Antigua and Barbuda	Antigua and Barbuda	1987	Latin America & Caribbean (all income levels)	#53B400
2.11912153367729	#53B400	1.7	74.2463414634146	Antigua and Barbuda	Antigua and Barbuda	1992	Latin America & Caribbean (all income levels)	#53B400
2.12767294149138	#53B400	1.7	74.7317073170732	Antigua and Barbuda	Antigua and Barbuda	1997	Latin America & Caribbean (all income levels)	#53B400
2.13479963992735	#53B400	1.7	75.280487804878	Antigua and Barbuda	Antigua and Barbuda	2002	Latin America & Caribbean (all income levels)	#53B400
2.62232936855816	#C49A00	5.951	62.2543658536585	Albania	Albania	1960	Europe & Central Asia (all income levels)	#C49A00
2.63183559803297	#C49A00	5.891	63.2734634146342	Albania	Albania	1961	Europe & Central Asia (all income levels)	#C49A00
2.64137820867519	#C49A00	5.808	64.1623414634146	Albania	Albania	1962	Europe & Central Asia (all income levels)	#C49A00
2.65090972061831	#C49A00	5.704	64.8870975609756	Albania	Albania	1963	Europe & Central Asia (all income levels)	#C49A00
2.66037994418361	#C49A00	5.586	65.4376829268293	Albania	Albania	1964	Europe & Central Asia (all income levels)	#C49A00
2.66975817146579	#C49A00	5.458	65.8294390243903	Albania	Albania	1965	Europe & Central Asia (all income levels)	#C49A00
2.67902048301953	#C49A00	5.329	66.1000731707317	Albania	Albania	1966	Europe & Central Asia (all income levels)	#C49A00
2.68817905355155	#C49A00	5.202	66.3118048780488	Albania	Albania	1967	Europe & Central Asia (all income levels)	#C49A00
2.69728355486294	#C49A00	5.083	66.5164390243903	Albania	Albania	1968	Europe & Central Asia (all income levels)	#C49A00
2.70640314713802	#C49A00	4.972	66.7384634146342	Albania	Albania	1969	Europe & Central Asia (all income levels)	#C49A00
2.71558569402282	#C49A00	4.872	66.9894390243903	Albania	Albania	1970	Europe & Central Asia (all income levels)	#C49A00
2.72484849374755	#C49A00	4.778	67.265512195122	Albania	Albania	1971	Europe & Central Asia (all income levels)	#C49A00
2.73417576645751	#C49A00	4.688	67.5444634146342	Albania	Albania	1972	Europe & Central Asia (all income levels)	#C49A00
2.7435436324182	#C49A00	4.598	67.813512195122	Albania	Albania	1973	Europe & Central Asia (all income levels)	#C49A00
2.75291616875103	#C49A00	4.507	68.0722682926829	Albania	Albania	1974	Europe & Central Asia (all income levels)	#C49A00
2.76227149006227	#C49A00	4.417	68.3258292682927	Albania	Albania	1975	Europe & Central Asia (all income levels)	#C49A00
2.77160213962687	#C49A00	4.33	68.5777073170732	Albania	Albania	1976	Europe & Central Asia (all income levels)	#C49A00
2.78092835372238	#C49A00	4.247	68.8343414634146	Albania	Albania	1977	Europe & Central Asia (all income levels)	#C49A00
2.7902899011382	#C49A00	4.17	69.0996341463415	Albania	Albania	1978	Europe & Central Asia (all income levels)	#C49A00
2.79973938279691	#C49A00	4.099	69.3770731707317	Albania	Albania	1979	Europe & Central Asia (all income levels)	#C49A00
2.80931091708187	#C49A00	4.037	69.6740487804878	Albania	Albania	1980	Europe & Central Asia (all income levels)	#C49A00
2.81882403226958	#C49A00	3.985	70.0004634146341	Albania	Albania	1981	Europe & Central Asia (all income levels)	#C49A00
2.82822614822844	#C49A00	3.942	70.351243902439	Albania	Albania	1982	Europe & Central Asia (all income levels)	#C49A00
2.83779362446093	#C49A00	3.904	70.7154146341463	Albania	Albania	1983	Europe & Central Asia (all income levels)	#C49A00
2.84789339330067	#C49A00	3.865	71.076487804878	Albania	Albania	1984	Europe & Central Asia (all income levels)	#C49A00
2.85866116979534	#C49A00	3.816	71.3975853658537	Albania	Albania	1985	Europe & Central Asia (all income levels)	#C49A00
2.8703559380025	#C49A00	3.747	71.6373658536586	Albania	Albania	1986	Europe & Central Asia (all income levels)	#C49A00
2.88257429173965	#C49A00	3.65	71.7749268292683	Albania	Albania	1987	Europe & Central Asia (all income levels)	#C49A00
2.89404040053493	#C49A00	3.527	71.8093658536585	Albania	Albania	1988	Europe & Central Asia (all income levels)	#C49A00
2.90311331249204	#C49A00	3.38	71.7542195121951	Albania	Albania	1989	Europe & Central Asia (all income levels)	#C49A00
2.90873659675359	#C49A00	3.219	71.6454390243903	Albania	Albania	1990	Europe & Central Asia (all income levels)	#C49A00
2.91043509453874	#C49A00	3.058	71.5314878048781	Albania	Albania	1991	Europe & Central Asia (all income levels)	#C49A00
2.90873342913357	#C49A00	2.91	71.4652195121951	Albania	Albania	1992	Europe & Central Asia (all income levels)	#C49A00
2.90482117315711	#C49A00	2.784	71.487	Albania	Albania	1993	Europe & Central Asia (all income levels)	#C49A00
2.90044781907301	#C49A00	2.683	71.6177317073171	Albania	Albania	1994	Europe & Central Asia (all income levels)	#C49A00
2.89690989981003	#C49A00	2.604	71.8702926829268	Albania	Albania	1995	Europe & Central Asia (all income levels)	#C49A00
2.8946585002763	#C49A00	2.54	72.2410731707317	Albania	Albania	1996	Europe & Central Asia (all income levels)	#C49A00
2.89335367341751	#C49A00	2.478	72.6960731707317	Albania	Albania	1997	Europe & Central Asia (all income levels)	#C49A00
2.89256644858581	#C49A00	2.409	73.1978048780488	Albania	Albania	1998	Europe & Central Asia (all income levels)	#C49A00
2.89155604841897	#C49A00	2.33	73.7218292682927	Albania	Albania	1999	Europe & Central Asia (all income levels)	#C49A00
2.88980641834612	#C49A00	2.241	74.2387317073171	Albania	Albania	2000	Europe & Central Asia (all income levels)	#C49A00
2.88726006184621	#C49A00	2.142	74.7236585365854	Albania	Albania	2001	Europe & Central Asia (all income levels)	#C49A00
2.88421493843163	#C49A00	2.04	75.1612195121951	Albania	Albania	2002	Europe & Central Asia (all income levels)	#C49A00
2.88092473504341	#C49A00	1.941	75.5420243902439	Albania	Albania	2003	Europe & Central Asia (all income levels)	#C49A00
2.87776199206964	#C49A00	1.847	75.8591219512195	Albania	Albania	2004	Europe & Central Asia (all income levels)	#C49A00
2.87501571276525	#C49A00	1.764	76.112	Albania	Albania	2005	Europe & Central Asia (all income levels)	#C49A00
2.87274328966806	#C49A00	1.692	76.3096341463415	Albania	Albania	2006	Europe & Central Asia (all income levels)	#C49A00
2.87090656689235	#C49A00	1.635	76.4734146341464	Albania	Albania	2007	Europe & Central Asia (all income levels)	#C49A00
2.86958154775854	#C49A00	1.59	76.620756097561	Albania	Albania	2008	Europe & Central Asia (all income levels)	#C49A00
2.86883324854545	#C49A00	1.558	76.7610975609756	Albania	Albania	2009	Europe & Central Asia (all income levels)	#C49A00
2.86868939308871	#C49A00	1.536	76.9009512195122	Albania	Albania	2010	Europe & Central Asia (all income levels)	#C49A00
2.86920561586253	#C49A00	1.523	77.0422682926829	Albania	Albania	2011	Europe & Central Asia (all income levels)	#C49A00
2.6685203181899	#C49A00	4.55	65.8539512195122	Armenia	Armenia	1960	Europe & Central Asia (all income levels)	#C49A00
2.68040688713031	#C49A00	4.512	66.2754634146342	Armenia	Armenia	1961	Europe & Central Asia (all income levels)	#C49A00
2.69227785949251	#C49A00	4.435	66.701487804878	Armenia	Armenia	1962	Europe & Central Asia (all income levels)	#C49A00
2.70400421690644	#C49A00	4.317	67.1300243902439	Armenia	Armenia	1963	Europe & Central Asia (all income levels)	#C49A00
2.71544606206612	#C49A00	4.161	67.5580975609756	Armenia	Armenia	1964	Europe & Central Asia (all income levels)	#C49A00
2.72651151674162	#C49A00	3.979	67.9847317073171	Armenia	Armenia	1965	Europe & Central Asia (all income levels)	#C49A00
2.73713569161527	#C49A00	3.788	68.4093902439025	Armenia	Armenia	1966	Europe & Central Asia (all income levels)	#C49A00
2.7473399744741	#C49A00	3.606	68.8266341463415	Armenia	Armenia	1967	Europe & Central Asia (all income levels)	#C49A00
2.75722656233775	#C49A00	3.447	69.2264146341464	Armenia	Armenia	1968	Europe & Central Asia (all income levels)	#C49A00
2.76694255967888	#C49A00	3.314	69.5987073170732	Armenia	Armenia	1969	Europe & Central Asia (all income levels)	#C49A00
2.77658379830893	#C49A00	3.208	69.9244390243903	Armenia	Armenia	1970	Europe & Central Asia (all income levels)	#C49A00
2.78617515018035	#C49A00	3.118	70.1830487804878	Armenia	Armenia	1971	Europe & Central Asia (all income levels)	#C49A00
2.79566355164528	#C49A00	3.032	70.367512195122	Armenia	Armenia	1972	Europe & Central Asia (all income levels)	#C49A00
2.80497308234616	#C49A00	2.942	70.4793170731707	Armenia	Armenia	1973	Europe & Central Asia (all income levels)	#C49A00
2.81399805133061	#C49A00	2.846	70.5239756097561	Armenia	Armenia	1974	Europe & Central Asia (all income levels)	#C49A00
2.82266807848346	#C49A00	2.745	70.527512195122	Armenia	Armenia	1975	Europe & Central Asia (all income levels)	#C49A00
2.83096280868301	#C49A00	2.646	70.5234634146342	Armenia	Armenia	1976	Europe & Central Asia (all income levels)	#C49A00
2.83891381928982	#C49A00	2.555	70.5364146341463	Armenia	Armenia	1977	Europe & Central Asia (all income levels)	#C49A00
2.84656678208217	#C49A00	2.479	70.576	Armenia	Armenia	1978	Europe & Central Asia (all income levels)	#C49A00
2.85398785681756	#C49A00	2.421	70.6352926829268	Armenia	Armenia	1979	Europe & Central Asia (all income levels)	#C49A00
2.86122300838518	#C49A00	2.385	70.6800975609756	Armenia	Armenia	1980	Europe & Central Asia (all income levels)	#C49A00
2.8681012983851	#C49A00	2.373	70.6587317073171	Armenia	Armenia	1981	Europe & Central Asia (all income levels)	#C49A00
2.87456970953346	#C49A00	2.381	70.5352195121951	Armenia	Armenia	1982	Europe & Central Asia (all income levels)	#C49A00
2.88090118063489	#C49A00	2.406	70.2919268292683	Armenia	Armenia	1983	Europe & Central Asia (all income levels)	#C49A00
2.887463347276	#C49A00	2.441	69.9390487804878	Armenia	Armenia	1984	Europe & Central Asia (all income levels)	#C49A00
2.89440428488274	#C49A00	2.481	69.5044146341464	Armenia	Armenia	1985	Europe & Central Asia (all income levels)	#C49A00
2.90206393588001	#C49A00	2.519	69.0312195121951	Armenia	Armenia	1986	Europe & Central Asia (all income levels)	#C49A00
2.91007814711094	#C49A00	2.549	68.5769268292683	Armenia	Armenia	1987	Europe & Central Asia (all income levels)	#C49A00
2.91708673624605	#C49A00	2.566	68.1938536585366	Armenia	Armenia	1988	Europe & Central Asia (all income levels)	#C49A00
2.9212988439617	#C49A00	2.565	67.9126097560976	Armenia	Armenia	1989	Europe & Central Asia (all income levels)	#C49A00
2.92155592206299	#C49A00	2.538	67.757243902439	Armenia	Armenia	1990	Europe & Central Asia (all income levels)	#C49A00
2.91727935821871	#C49A00	2.482	67.7360731707317	Armenia	Armenia	1991	Europe & Central Asia (all income levels)	#C49A00
2.90908166923274	#C49A00	2.399	67.8285365853659	Armenia	Armenia	1992	Europe & Central Asia (all income levels)	#C49A00
2.89848846308568	#C49A00	2.295	68.012756097561	Armenia	Armenia	1993	Europe & Central Asia (all income levels)	#C49A00
2.8877815630685	#C49A00	2.176	68.2789268292683	Armenia	Armenia	1994	Europe & Central Asia (all income levels)	#C49A00
2.87871468551702	#C49A00	2.053	68.6204634146342	Armenia	Armenia	1995	Europe & Central Asia (all income levels)	#C49A00
2.87189797810137	#C49A00	1.938	69.0294390243903	Armenia	Armenia	1996	Europe & Central Asia (all income levels)	#C49A00
2.86696306421373	#C49A00	1.838	69.4916341463415	Armenia	Armenia	1997	Europe & Central Asia (all income levels)	#C49A00
2.86354005434379	#C49A00	1.762	69.9855365853659	Armenia	Armenia	1998	Europe & Central Asia (all income levels)	#C49A00
2.86087783936052	#C49A00	1.712	70.4924878048781	Armenia	Armenia	1999	Europe & Central Asia (all income levels)	#C49A00
2.85840523609739	#C49A00	1.688	70.9894390243903	Armenia	Armenia	2000	Europe & Central Asia (all income levels)	#C49A00
2.85614742305822	#C49A00	1.684	71.4580487804878	Armenia	Armenia	2001	Europe & Central Asia (all income levels)	#C49A00
2.85433019399476	#C49A00	1.692	71.8896097560976	Armenia	Armenia	2002	Europe & Central Asia (all income levels)	#C49A00
2.85278873511656	#C49A00	1.704	72.2783902439025	Armenia	Armenia	2003	Europe & Central Asia (all income levels)	#C49A00
2.85132761067662	#C49A00	1.715	72.6164146341464	Armenia	Armenia	2004	Europe & Central Asia (all income levels)	#C49A00
2.84981387269738	#C49A00	1.724	72.9007073170732	Armenia	Armenia	2005	Europe & Central Asia (all income levels)	#C49A00
2.84811771102241	#C49A00	1.728	73.1342195121951	Armenia	Armenia	2006	Europe & Central Asia (all income levels)	#C49A00
2.84627317742309	#C49A00	1.731	73.3278292682927	Armenia	Armenia	2007	Europe & Central Asia (all income levels)	#C49A00
2.84451480269252	#C49A00	1.734	73.4959512195122	Armenia	Armenia	2008	Europe & Central Asia (all income levels)	#C49A00
2.84318813887989	#C49A00	1.735	73.6455365853658	Armenia	Armenia	2009	Europe & Central Asia (all income levels)	#C49A00
2.84252530480313	#C49A00	1.736	73.7835609756098	Armenia	Armenia	2010	Europe & Central Asia (all income levels)	#C49A00
2.84261413034011	#C49A00	1.736	73.9160243902439	Armenia	Armenia	2011	Europe & Central Asia (all income levels)	#C49A00
3.09096342710789	#FB61D7	7.316	32.9853414634146	Angola	Angola	1960	Sub-Saharan Africa (all income levels)	#FB61D7
3.1008896708981	#FB61D7	7.354	33.3862195121951	Angola	Angola	1961	Sub-Saharan Africa (all income levels)	#FB61D7
3.11101742821142	#FB61D7	7.385	33.7870975609756	Angola	Angola	1962	Sub-Saharan Africa (all income levels)	#FB61D7
3.12121961886666	#FB61D7	7.41	34.1879512195122	Angola	Angola	1963	Sub-Saharan Africa (all income levels)	#FB61D7
3.13132334421249	#FB61D7	7.425	34.5883170731707	Angola	Angola	1964	Sub-Saharan Africa (all income levels)	#FB61D7
3.1412398953461	#FB61D7	7.43	34.9891707317073	Angola	Angola	1965	Sub-Saharan Africa (all income levels)	#FB61D7
3.15095264356212	#FB61D7	7.422	35.391512195122	Angola	Angola	1966	Sub-Saharan Africa (all income levels)	#FB61D7
3.16060250511076	#FB61D7	7.403	35.7958536585366	Angola	Angola	1967	Sub-Saharan Africa (all income levels)	#FB61D7
3.17045349580965	#FB61D7	7.375	36.2011951219512	Angola	Angola	1968	Sub-Saharan Africa (all income levels)	#FB61D7
3.18085033687897	#FB61D7	7.339	36.6060487804878	Angola	Angola	1969	Sub-Saharan Africa (all income levels)	#FB61D7
3.19205154205059	#FB61D7	7.301	37.0114146341463	Angola	Angola	1970	Sub-Saharan Africa (all income levels)	#FB61D7
3.2041771019	#FB61D7	7.264	37.4192926829268	Angola	Angola	1971	Sub-Saharan Africa (all income levels)	#FB61D7
3.21721900050432	#FB61D7	7.232	37.8262195121951	Angola	Angola	1972	Sub-Saharan Africa (all income levels)	#FB61D7
3.23115035776616	#FB61D7	7.208	38.2276585365854	Angola	Angola	1973	Sub-Saharan Africa (all income levels)	#FB61D7
3.24589676710481	#FB61D7	7.192	38.6156585365854	Angola	Angola	1974	Sub-Saharan Africa (all income levels)	#FB61D7
